Title,Price,Star,Rating,Genre,Badge,Url,ASIN
To Be a Man: Stories,$24.29,4.5 out of 5 stars,10,Empty,Empty,https://www.amazon.com//Be-Man-Stories-Nicole-Krauss/dp/0062431021/ref=sr_1_217?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-217,0062431021
Shake Strain Done: Craft Cocktails at Home,$22.21,4.6 out of 5 stars,6,Empty,Empty,https://www.amazon.com//Shake-Strain-Done-Craft-Cocktails/dp/0316428515/ref=sr_1_218?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-218,0316428515
"Metropolis: A History of the City, Humankind's Greatest Invention",$29.25,5.0 out of 5 stars,1,Empty,Empty,https://www.amazon.com//Metropolis-History-Humankinds-Greatest-Invention/dp/0385543468/ref=sr_1_219?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-219,0385543468
Conversations with RBG,$15.19,4.8 out of 5 stars,593,Empty,Empty,https://www.amazon.com//Conversations-RBG-Bader-Ginsburg-Liberty/dp/1250762642/ref=sr_1_220?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-220,1250762642
HALO: Shadows of Reach,$0.00,4.8 out of 5 stars,241,Empty,Empty,https://www.amazon.com//HALO-Shadows-of-Reach/dp/B0848DKF44/ref=sr_1_221?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-221,B0848DKF44
"Focus: Bringing Time, Energy, and Money into Flow",$1.99,5.0 out of 5 stars,3,in New Age Meditation,Best Seller,https://www.amazon.com//Focus-Bringing-Time-Energy-Money-ebook/dp/B084V8C8BM/ref=sr_1_222?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-222,B084V8C8BM
Piquet Yarns: Volume 1,$8.00,5.0 out of 5 stars,6,Empty,Empty,https://www.amazon.com//Piquet-Yarns-1-Lads/dp/B08N83CG3X/ref=sr_1_223?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-223,B08N83CG3X
Instant Karma,$15.72,4.2 out of 5 stars,73,Empty,Empty,https://www.amazon.com//Instant-Karma-Marissa-Meyer/dp/1250618819/ref=sr_1_224?dchild=1&fst=as%3Aoff&qid=1605801243&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-224,1250618819
The Fabric of Civilization: How Textiles Made the World,$25.54,4.7 out of 5 stars,10,in Polymers & Textiles,Best Seller,https://www.amazon.com//Fabric-Civilization-Textiles-Made-World/dp/1541617606/ref=sr_1_225?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-225,1541617606
Tarot del Toro: A Tarot Deck and Guidebook Inspired by the World of Guillermo del Toro,$26.37,4.6 out of 5 stars,111,Empty,Empty,https://www.amazon.com//Tarot-del-Toro-Guidebook-Guillermo/dp/168383979X/ref=sr_1_226?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-226,168383979X
Young Bucks: Killing the Business from Backyards to the Big Leagues,$25.19,5.0 out of 5 stars,2,in Wrestling,Best Seller,https://www.amazon.com//Young-Bucks-Killing-Business-Backyards/dp/0062937839/ref=sr_1_227?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-227,0062937839
Bigger Than Basketball: The Dayton Flyers' Greatest Season,$18.00,5.0 out of 5 stars,1,Empty,Empty,https://www.amazon.com//Bigger-Than-Basketball-Dayton-Greatest/dp/1954020007/ref=sr_1_228?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-228,1954020007
The Open Road: 50 Best Road Trips in the USA (Travel Guide),$25.19,5.0 out of 5 stars,10,Empty,Empty,https://www.amazon.com//Open-Road-Trips-Travel-Guide/dp/164049930X/ref=sr_1_229?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-229,164049930X
The Burning God (The Poppy War),$24.29,5.0 out of 5 stars,5,Empty,Empty,https://www.amazon.com//Burning-God-Poppy-War/dp/0062662627/ref=sr_1_230?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-230,0062662627
TruthFilled - Bible Study Book,$16.99,4.5 out of 5 stars,8,Empty,Empty,https://www.amazon.com//TruthFilled-Bible-Ruth-Chou-Simons/dp/1535991852/ref=sr_1_231?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-231,1535991852
"The Interior Design Handbook: Furnish, Decorate, and Style Your Space",$24.30,5.0 out of 5 stars,16,Empty,Empty,https://www.amazon.com//Interior-Design-Handbook-Furnish-Decorate/dp/0593139313/ref=sr_1_232?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-232,0593139313
Goodnight Scranton,$15.26,4.6 out of 5 stars,26,Empty,Empty,https://www.amazon.com//Goodnight-Scranton-Mark-Cloud/dp/B08LNJL3LQ/ref=sr_1_233?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-233,B08LNJL3LQ
Metazoa: Animal Life and the Birth of the Mind,$25.20,4.6 out of 5 stars,3,Empty,Empty,https://www.amazon.com//Metazoa-Animal-Life-Birth-Mind/dp/0374207941/ref=sr_1_234?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-234,0374207941
Kingdom of the Wicked (Kingdom of the Wicked (1)),$16.14,4.5 out of 5 stars,197,Empty,Empty,https://www.amazon.com//Kingdom-Wicked-1/dp/0316428469/ref=sr_1_235?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-235,0316428469
Grace Is Enough: A 30-Day Christian Devotional to Help Women Turn Anxiety and Insecurity into Confidence,$15.08,4.9 out of 5 stars,41,Empty,Empty,https://www.amazon.com//Grace-Enough-Devotional-Insecurity-Confidence/dp/195096812X/ref=sr_1_236?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-236,195096812X
Chicken Thoughts: Comics About Birds,$19.99,5.0 out of 5 stars,102,Empty,Empty,https://www.amazon.com//Chicken-Thoughts-Comics-About-Birds/dp/1087888735/ref=sr_1_237?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-237,1087888735
"Ravenna: Capital of Empire, Crucible of Europe",$26.96,4.6 out of 5 stars,71,Empty,Empty,https://www.amazon.com//Ravenna-8211-Capital-Late-Antiqui/dp/0691153434/ref=sr_1_238?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-238,0691153434
EDDIE VAN HALEN: 1955-2020,$12.82,4.7 out of 5 stars,30,Empty,Empty,https://www.amazon.com//EDDIE-HALEN-Bauer-Media-Group/dp/B08L1Q5Z2L/ref=sr_1_239?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-239,B08L1Q5Z2L
How to Make a Slave and Other Essays (21st Century Essays),$17.96,4.8 out of 5 stars,5,Empty,Empty,https://www.amazon.com//Make-Slave-Other-Essays-Century/dp/081425599X/ref=sr_1_240?dchild=1&fst=as%3Aoff&qid=1605801246&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-240,081425599X
Bips and Roses: Zoey and Sassafras #8,$5.99,5.0 out of 5 stars,90,Empty,Empty,https://www.amazon.com//Bips-Roses-Zoey-Sassafras-8/dp/1943147817/ref=sr_1_241?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-241,1943147817
Seasons of the Witch: Samhain Oracle: Harness the Intuitive Power of the Year's Most Magical Night (Rockpool Oracle Card Series),$19.76,4.9 out of 5 stars,134,Empty,Empty,https://www.amazon.com//Seasons-Witch-Samhain-Harness-Intuitive/dp/1925924653/ref=sr_1_242?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-242,1925924653
Midwinter Murder: Fireside Tales from the Queen of Mystery,$14.99,4.7 out of 5 stars,93,Empty,Empty,https://www.amazon.com//Midwinter-Murder-Fireside-Tales-Mystery/dp/0063030365/ref=sr_1_243?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-243,0063030365
The Fires of Vengeance (The Burning Book 2),$14.99,4.5 out of 5 stars,238,in Black & African American Fantasy Fiction,Best Seller,https://www.amazon.com//Fires-Vengeance-Burning-Book-ebook/dp/B07ZZ1Y1PK/ref=sr_1_244?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-244,B07ZZ1Y1PK
A Storm of Swords: The Illustrated Edition: The Illustrated Edition (A Song of Ice and Fire Illustrated Edition),$28.41,3.9 out of 5 stars,27,Empty,Empty,https://www.amazon.com//Storm-Swords-Illustrated-Song-Fire/dp/0593158954/ref=sr_1_245?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-245,0593158954
Plantopedia: The Definitive Guide to Houseplants,$29.95,4.2 out of 5 stars,31,Empty,Empty,https://www.amazon.com//Plantopedia-Definitive-Houseplants-Lauren-Camilleri/dp/1925811778/ref=sr_1_246?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-246,1925811778
Trump Rules: Learn the Trump Rules and Tools of Mega Success and Wealth From the Greatest Warrior and Winner in History!,$27.17,5.0 out of 5 stars,4,Empty,Empty,https://www.amazon.com//Trump-Rules-Success-Greatest-Warrior/dp/1952106664/ref=sr_1_247?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-247,1952106664
Rolling Stone Remembering Eddie Van Halen: Plus The 100 Greatest Guitarists of All Time,$14.08,4.1 out of 5 stars,15,Empty,Empty,https://www.amazon.com//Rolling-Stone-Remembering-Eddie-Halen/dp/1547856416/ref=sr_1_248?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-248,1547856416
Star Wars Complete Vehicles New Edition,$36.00,4.5 out of 5 stars,28,Empty,Empty,https://www.amazon.com//Star-Wars-Complete-Vehicles-New/dp/0744020573/ref=sr_1_249?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-249,0744020573
Spiritual Intelligence: The Art of Thinking Like God,$22.49,4.8 out of 5 stars,98,Empty,Empty,https://www.amazon.com//Spiritual-Intelligence-Art-Thinking-Like/dp/0800761804/ref=sr_1_250?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-250,0800761804
How May I Offend You Today?: Rants and Revelations from a Not-So-Proper Southern Lady,$15.68,4.9 out of 5 stars,257,Empty,Empty,https://www.amazon.com//How-May-Offend-Today-Not-So-Proper/dp/1400208041/ref=sr_1_251?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-251,1400208041
NYT Explorer. 100 Trips Around the World,$40.00,4.6 out of 5 stars,3,Empty,Empty,https://www.amazon.com//NYT-Explorer-Trips-Around-World/dp/3836584174/ref=sr_1_252?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-252,3836584174
Funster 100+ Large Print Easy Crossword Puzzles: Crossword Puzzle Book for Adults,$7.95,5.0 out of 5 stars,8,Empty,Empty,https://www.amazon.com//Funster-Large-Print-Crossword-Puzzles/dp/1953561020/ref=sr_1_253?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-253,1953561020
The Boy from the Woods,$0.00,4.4 out of 5 stars,"5,794",Empty,Empty,https://www.amazon.com//The-Boy-from-Woods-Harlan-Coben-audiobook/dp/B07ZPDRVYF/ref=sr_1_254?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-254,B07ZPDRVYF
Sacred Space: The Prayer Book 2021,$15.29,5.0 out of 5 stars,14,Empty,Empty,https://www.amazon.com//Sacred-Space-Prayer-Book-2021/dp/0829450165/ref=sr_1_255?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-255,0829450165
How to Keep House While Drowning: 31 days of compassionate help,$0.00,5.0 out of 5 stars,49,"in Cleaning, Caretaking & Relocating How-to",Best Seller,https://www.amazon.com//Keep-House-While-Drowning-compassionate-ebook/dp/B08MD9T8XD/ref=sr_1_256?dchild=1&fst=as%3Aoff&qid=1605801249&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-256,B08MD9T8XD
